icao,iata,name,location,country,timezone,hub,lat,lon
SSHN,default,Recanto das Aguias Airport,Iguaracu,BR,America/Sao_Paulo,0,-23.2450008392,-51.8755569458
SSHQ,default,Fazenda Paraiso Airport,Terenos,BR,America/Campo_Grande,0,-20.5616664886,-54.8641662598
SSHT,default,Ingazeira Airport,Alta Floresta,BR,America/Cuiaba,0,-10.1304620248,-56.7186355591
SSHU,default,Fazenda Centenario Airport,Aquidauana,BR,America/Campo_Grande,0,-19.4580554962,-56.0452766418
SSHW,default,Fazenda Macarai Airport,Itaquirai,BR,America/Campo_Grande,0,-23.4174995422,-54.0125007629
SSHX,default,Fazenda Jatoba Airport,Paranhos,BR,America/Campo_Grande,0,-23.9237995148,-55.3018989563
SSHZ,default,Horizontina Airport,Horizontina,BR,America/Sao_Paulo,0,-27.638299942,-54.339099884
SSIB,default,Fazenda Suely Airport,Agua Clara,BR,America/Campo_Grande,0,-19.4799995422,-52.8125
SSIC,default,APLIC Aviacao Agricola Ltda Airport,Dourados,BR,America/Campo_Grande,0,-22.3066673279,-54.8244438171
SSID,default,Independencia Airport,Nova Andradina,BR,America/Campo_Grande,0,-22.2791996002,-53.3834991455
SSIE,default,Teruel Ipanema Estancia Airport,Campo Grande,BR,America/Campo_Grande,0,-20.5994434357,-54.6025009155
SSIF,default,Fazenda Baunilha Airport,Itaquirai,BR,America/Campo_Grande,0,-23.560300827,-54.0339012146
SSIG,default,Fazenda Santa Maria Airport,Aquidauana,BR,America/Campo_Grande,0,-20.2700004578,-55.7283325195
SSIH,default,Fazenda Fortaleza Airport,Brasilandia,BR,America/Campo_Grande,0,-20.9463882446,-52.7222213745
SSII,default,Fazenda Orion Airport,Bela Vista,BR,America/Campo_Grande,0,-22.0227775574,-56.3241653442
SSIJ,IJU,Ijui Airport,Ijui,BR,America/Sao_Paulo,0,-28.3687000275,-53.8465995789
SSIM,default,Boqueirao Alegre Airport,Quarai,BR,America/Sao_Paulo,0,-30.2549991608,-55.8394432068
SSIO,default,Candiota Airport,Candiota,BR,America/Sao_Paulo,0,-31.4941673279,-53.6908340454
SSIP,default,Fazenda Santa Otilia Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.1905555725,-57.0416679382
SSIQ,ITQ,Itaqui Airport,Itaqui,BR,America/Sao_Paulo,0,-29.1730995178,-56.5367012024
SSIR,default,Ibiruba Airport,Ibiruba,BR,America/Sao_Paulo,0,-28.6041679382,-53.0788879395
SSIS,default,Major Jose Ignacio Airport,Ibate,BR,America/Sao_Paulo,0,-22.047778,-48.097222
SSIU,default,Sitio Enel Airport,Pantano Grande,BR,America/Sao_Paulo,0,-30.1336116791,-52.3652763367
SSIV,default,Fazenda Experimental Airport,Ivinhema,BR,America/Campo_Grande,0,-22.2972221375,-53.8472222222
SSIW,default,Fazenda Damaro Airport,Miranda,BR,America/Campo_Grande,0,-19.9775009155,-56.4361114502
SSIX,default,Fazenda Campo Verde Airport,Taquarussu,BR,America/Campo_Grande,0,-22.6516666412,-53.5077781677
SSIY,default,Fazenda Santa Adelina Airport,Guaicara,BR,America/Sao_Paulo,0,-21.528889,-49.743333
SSIZ,default,Condominio Fazenda da Grama Airport,Itupeva,BR,America/Sao_Paulo,0,-23.059167,-47.0625
SSJA,JCB,Santa Terezinha Airport,Joacaba,BR,America/Sao_Paulo,0,-27.1714000702,-51.5532989502
SSJB,default,Salenco Airport,Sao Gabriel D`Oeste,BR,America/Campo_Grande,0,-18.8566665649,-54.3474998474
SSJC,default,Fazenda do Jacui Airport,Guaiba,BR,America/Sao_Paulo,0,-29.9830551147,-51.3005561829
SSJE,default,Fazenda Sao Joaquim Airport,Selviria,BR,America/Campo_Grande,0,-20.35222222,-51.55583333
SSJG,default,Fazenda Santa Ana Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.2163887024,-57.681388855
SSJH,default,Fazenda Guarani Airport,Nova Andradina,BR,America/Campo_Grande,0,-22.1658325195,-53.5730552673
SSJI,default,Jardim Airport,Jardim,BR,America/Campo_Grande,0,-21.4930992126,-56.1525993347
SSJJ,default,Fazenda Tupi Airport,Nova Andradina,BR,America/Campo_Grande,0,-21.8072223663,-53.1294441223
SSJK,0,Julio de Castilho Airport,Julio De Castilho,BR,America/Sao_Paulo,0,-29.1530990601,-53.7433013916
SSJL,default,Fazenda Jamaica Airport,Camapua,BR,America/Campo_Grande,0,-19.3477783203,-53.7700004578
SSJM,default,Fazenda Julio Martins Airport,Chapadao Do Sul,BR,America/Campo_Grande,0,-18.8425006866,-52.4994430542
SSJO,default,Fazenda Angico Airport,Corumba,BR,America/Campo_Grande,0,-19.3763885498,-57.4527778625
SSJP,default,Fazenda Junqueira Airport,Colorado,BR,America/Sao_Paulo,0,-22.8950004578,-51.9291687012
SSJQ,default,Fazenda Floresta Airport,Ribeirao Cascalheira,BR,America/Cuiaba,0,-12.81,-51.88
SSJR,default,Jaguarao Airport,Jaguarao,BR,America/Sao_Paulo,0,-32.5405578613,-53.3841667175
SSJT,default,Fazenda Rio Lagoa Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.84889,-53.20667
SSJU,default,Fazenda Santa Paula Airport,Inocencia,BR,America/Campo_Grande,0,-19.3813896179,-52.3097229004
SSJV,default,Piratininga Airport,Corumba,BR,America/Campo_Grande,0,-17.9424991608,-56.4799995422
SSJW,default,Fazenda Jauru Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.7824993134,-53.8922233582
SSJX,default,Sao Bento Airport,Corumba,BR,America/Campo_Grande,0,-19.478055954,-57.0141677856
SSJY,default,Sao Joao Airport,Corumba,BR,America/Campo_Grande,0,-17.7075004578,-56.2172203064
SSJZ,default,Fazenda Tres Unidos Airport,Terra Roxa,BR,America/Sao_Paulo,0,-24.0516662598,-54.0066680908
SSKA,default,Fazenda Campinas Airport,Corumba,BR,America/Campo_Grande,0,-18.9055557251,-56.3597221375
SSKB,default,Fazenda Tupanciretan Airport,Aquidauana,BR,America/Campo_Grande,0,-19.4744434357,-56.3772201538
SSKC,default,Fazenda Uniao Airport,Inocencia,BR,America/Campo_Grande,0,-19.2924995422,-52.0608329773
SSKD,default,Fazenda Uniao Airport,Aquidauana,BR,America/Campo_Grande,0,-19.75,-55.4666671753
SSKE,default,Campo Evelina Airport,Santa Monica,BR,America/Sao_Paulo,0,-23.1211109161,-53.0763893127
SSKF,default,Porto Bonito Airport,Itaquirai,BR,America/Campo_Grande,0,-23.3374996185,-53.869720459
SSKG,default,Estancia Santa Maria Airport,Campo Grande,BR,America/Campo_Grande,0,-20.5053005219,-54.5255012512
SSKH,default,Fazenda Karl Hermann Isenberg Airport,Aral Moreira,BR,America/Campo_Grande,0,-22.9116668701,-55.5388908386
SSKI,default,Fazenda Santa Helena Airport,Cornelio Procopio,BR,America/Sao_Paulo,0,-23.340555191,-50.5830574036
SSKJ,default,Fazenda Mestica Airport,Rio Branco Do Ivai,BR,America/Sao_Paulo,0,-24.3072223663,-51.4108314514
SSKK,default,Capao da Canoa Airport,Capao Da Canoa,BR,America/Sao_Paulo,0,-29.7636108398,-50.036945343
SSKL,default,Fazenda Piao Airport,Amambai,BR,America/Campo_Grande,0,-23.4069442749,-55.2266654968
SSKM,CBW,Campo Mourao Airport,Campo Mourao,BR,America/Sao_Paulo,0,-24.0091991425,-52.3568000793
SSKN,default,Campo Novo Airport,Campo Novo,BR,America/Sao_Paulo,0,-27.6672000885,-53.8089981079
SSKO,default,Independencia Airport,Anastacio,BR,America/Campo_Grande,0,-20.4761104584,-55.8336105347
SSKP,default,Copacel Airport,Palotina,BR,America/Sao_Paulo,0,-24.308889389,-53.8422203064
SSKQ,default,Fazenda Santa Rosa Airport,Nova Crixas,BR,America/Sao_Paulo,0,-14.541111,-50.461944
SSKR,default,Fazenda Primavera Airport,Parauna,BR,America/Sao_Paulo,0,-17.17,-50.82
SSKS,QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,BR,America/Sao_Paulo,0,-30.0018997192,-52.9407997131
SSKT,default,Aeroclube de Santa Catarina Airport,Sao Jose,BR,America/Sao_Paulo,0,-27.6116676331,-48.6727790833
SSKU,QCR,Curitibanos Airport,Curitibanos,BR,America/Sao_Paulo,0,-27.2824993134,-50.6114006042
SSKV,default,Retiro Sao Joao Airport,Ponta Pora,BR,America/Campo_Grande,0,-22.396944046,-55.4855575562
SSKW,default,Cacoal Airport,Cacoal,BR,America/Porto_Velho,0,-11.493611,-61.175556
SSKX,default,Fazenda Sao Luiz do Matao Airport,Carneirinho,BR,America/Sao_Paulo,0,-19.8722222222,-50.6547222222
SSKY,default,Fazenda Querencia Airport,Tangara Da Serra,BR,America/Cuiaba,0,-14.4736111111,-58.3552777778
SSKZ,default,Carazinho Airport,Carazinho,BR,America/Sao_Paulo,0,-28.3225002289,-52.8162002563
SSLA,0,Laguna Airport,Laguna,BR,America/Sao_Paulo,0,-28.3766994476,-48.7428016663
SSLB,default,Fazenda Sao Paulino Airport,Corumba,BR,America/Campo_Grande,0,-19.0252780914,-55.926109314
SSLC,default,Fazenda Laguna Carem Airport,Laguna Carapa,BR,America/Campo_Grande,0,-22.6733322144,-55.2366676331
SSLD,default,Fazenda Lourdes Airport,Corumba,BR,America/Campo_Grande,0,-18.6438884735,-56.7594451904
SSLF,default,Fazenda Palmeira Airport,Taquarussu,BR,America/Campo_Grande,0,-22.5436115265,-53.4294433594
SSLG,default,Sao Luis Gonzaga Airport,Sao Luis Gonzaga,BR,America/Sao_Paulo,0,-28.3763885498,-55.0374984741
SSLI,default,Estancia Portal do Sol Airport,Itirapina,BR,America/Sao_Paulo,0,-22.165278,-47.892778
SSLJ,default,Fazenda Santa Izabel Airport,Flores De Goias,BR,America/Sao_Paulo,0,-14.265278,-47.0275
SSLK,default,Fazenda Aldeia Airport,Coxim,BR,America/Campo_Grande,0,-18.2163887024,-55.1588897705
SSLL,default,Fazenda Itaguassu Airport,Antonio Joao,BR,America/Asuncion,0,-22.2436103821,-55.9316673279
SSLN,default,Helmuth Baungarten Airport,Lontras,BR,America/Sao_Paulo,0,-27.1599998474,-49.5424995422
SSLO,default,Loanda Airport,Loanda,BR,America/Sao_Paulo,0,-22.9171009064,-53.1489982605
SSLP,default,Fazenda Lucero Pora Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.9108333588,-57.6466674805
SSLQ,default,Fazenda Campanario Airport,Laguna Carapa,BR,America/Campo_Grande,0,-22.7847213745,-55.0741653442
SSLR,default,Ocorema Airport,Ladario,BR,America/Campo_Grande,0,-19.1049995422,-57.593334198
SSLS,default,Salto Santiago Airport,Laranjeiras Do Sul,BR,America/Sao_Paulo,0,-25.5149993896,-52.5574989319
SSLT,ALQ,Alegrete Novo Airport,Alegrete,BR,America/Sao_Paulo,0,-29.8127002716,-55.8933982849
SSLU,default,Fazenda Aurora Airport,Jardim,BR,America/Campo_Grande,0,-21.5233325958,-56.6116676331
SSLW,default,Fazenda Tres Cerros Airport,Bela Vista,BR,America/Campo_Grande,0,-21.9733333588,-56.7975006104
SSLX,default,Fazenda Brasilia do Sul Airport,Juti,BR,America/Campo_Grande,0,-22.7049999237,-54.6083335876
SSLZ,default,Fazenda Vitoria do Ivinhema Airport,Ivinhema,BR,America/Campo_Grande,0,-22.5197219849,-53.6647224426
SSMC,default,Fazenda Sao Miguel da Catequese Airport,Nova Andradina,BR,America/Campo_Grande,0,-22.0877780914,-53.5200004578
SSMD,default,Medianeira Airport,Medianeira,BR,America/Sao_Paulo,0,-25.3108997345,-54.0704994202
SSME,default,Fazenda Ipiranga Airport,Anastacio,BR,America/Campo_Grande,0,-20.980556488,-55.5658340454
SSMF,QMF,Mafra Airport,Mafra,BR,America/Sao_Paulo,0,-26.1588993073,-49.8321990967
SSMH,default,Fazenda Santa Maria Airport,Capao Do Leao,BR,America/Sao_Paulo,0,-31.9294433594,-52.4636116028
SSMI,default,Fazenda Morrinhos Airport,Bela Vista,BR,America/Campo_Grande,0,-22.0838890076,-56.3005561829
SSMJ,default,Maracaju Airport,Maracaju,BR,America/Campo_Grande,0,-21.6338882446,-55.1450004578
SSMK,default,El Dorado Airport,Eldorado Do Sul,BR,America/Sao_Paulo,0,-30.0733337402,-51.4097213745
SSML,default,Fazenda Maria Luiza Airport,Iguatemi,BR,America/Campo_Grande,0,-23.5972213745,-54.6458320618
SSMN,default,Kururuzinho Airport,Jacareacanga,BR,America/Cuiaba,0,-8.88,-57.33
SSMP,default,Fazenda Tres Minas Airport,Itambe,BR,America/Sao_Paulo,0,-23.6727771759,-52.0097236633
SSMR,default,Manoel Ribas Airport,Manoel Ribas,BR,America/Sao_Paulo,0,-24.5296001434,-51.6519012451
SSMS,default,Fazenda Rancho Esperanca Airport,Aral Moreira,BR,America/Campo_Grande,0,-22.87,-55.5
SSMT,default,Mostardas Airport,Mostardas,BR,America/Sao_Paulo,0,-31.1035995483,-50.9103012085
SSMV,default,Fazenda Boa Vista Airport,Pirassununga,BR,America/Sao_Paulo,0,-22.0425,-47.56
SSMW,default,Ica Airport,Peruibe,BR,America/Sao_Paulo,0,-24.3152770996,-47.0138893127
SSMX,default,Fazenda Planalto Airport,Nova Resende,BR,America/Sao_Paulo,0,-21.12,-46.42
SSMY,default,Sao Miguel do Iguacu Airport,Sao Miguel Do Iguacu,BR,America/Sao_Paulo,0,-25.39888889,-54.23472222
SSMZ,default,Fazenda Sao Mateus Airport,Comodoro,BR,America/Cuiaba,0,-13.917222,-59.983333
SSNA,default,Estancia Miranda Airport,Miranda,BR,America/Campo_Grande,0,-19.9799995422,-56.4338874817
SSNB,default,Navirai Airport,Navirai,BR,America/Campo_Grande,0,-23.0347995758,-54.1801986694
SSND,default,Santa Maria Airport,Sao Felix Do Araguaia,BR,America/Cuiaba,0,-11.16,-52.82
SSNF,default,Fazenda Naisa Airport,Colombia,BR,America/Sao_Paulo,0,-20.3297214508,-48.8100013733
SSNG,QGF,Montenegro Airport,Montenegro,BR,America/Sao_Paulo,0,-29.7194004059,-51.4893989563
SSNH,QHV,Novo Hamburgo Airport,Novo Hamburgo,BR,America/Sao_Paulo,0,-29.696100235,-51.0816993713
SSNI,default,Fazenda Novo Rumo Airport,Navirai,BR,America/Campo_Grande,0,-22.9852771759,-53.8769454956
SSNJ,default,Fazenda Primavera Airport,Aquidauana,BR,America/Campo_Grande,0,-19.5075,-55.90528
SSNK,default,Sementes Petrovina Airport,Pedra Preta,BR,America/Cuiaba,0,-16.8427772522,-54.0758323669
SSNL,default,Fazenda Essencia Airport,Nobres,BR,America/Cuiaba,0,-14.316667,-55.766944
SSNM,default,Guaranta Airport,Guaranta Do Norte,BR,America/Cuiaba,0,-9.9658327103,-54.8849983215
SSNN,default,Salvaterra II Airport,Joao Pinheiro,BR,America/Sao_Paulo,0,-17.1975002289,-45.7766685486
SSNO,0,Nonoai Airport,Nonoai,BR,America/Sao_Paulo,0,-27.3672008514,-52.7338981628
SSNP,0,Nova Prata Airport,Nova Prata,BR,America/Sao_Paulo,0,-28.8024997711,-51.6041984558
SSNQ,default,Nioaque Airport,Nioaque,BR,America/Campo_Grande,0,-21.1847229004,-55.8302764893
SSNR,default,Fazenda Novo Horizonte Airport,Coxim,BR,America/Campo_Grande,0,-18.318611145,-54.9355545044
SSNT,default,Fazenda Rosa Mistica Airport,Amambai,BR,America/Campo_Grande,0,-23.2924995422,-55.0558319092
SSNU,default,Santa Isabel Airport,Brotas,BR,America/Sao_Paulo,0,-22.2408332825,-48.0250015259
SSNV,default,Fazenda Novo Hamburgo Airport,Corumba,BR,America/Campo_Grande,0,-19.2330551147,-57.0297203064
SSNW,default,Fazenda Buriti Airport,Barreiras,BR,America/Bahia,0,-12.3024997711,-45.5139007568
SSNY,default,Fazenda Florida Airport,Caceres,BR,America/Cuiaba,0,-17.183611,-58.216667
SSOC,default,Fazenda Sans Souci - Sede Airport,Corumba,BR,America/Campo_Grande,0,-19.0333328247,-56.9500007629
SSOD,default,Fazenda Pouso Alegre Airport,Miranda,BR,America/Campo_Grande,0,-20.2477779388,-56.4152793884
SSOE,SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,BR,America/Sao_Paulo,0,-26.7816009521,-53.5035018921
SSOF,default,Fazenda Vale da Serra Airport,Monte Azul,BR,America/Sao_Paulo,0,-15.1888885498,-43.5311126709
SSOG,APX,Arapongas Airport,Arapongas,BR,America/Sao_Paulo,0,-23.3528995514,-51.4916992188
SSOI,default,Pederneiras Airport,Pederneiras,BR,America/Sao_Paulo,0,-22.3072223663,-48.7719421387
SSOJ,default,Fazenda Estrela Airport,Inocencia,BR,America/Campo_Grande,0,-19.979167,-51.735
SSOK,default,14 Bis Airport,Londrina,BR,America/Sao_Paulo,0,-23.2141666412,-51.1858329773
SSOL,default,Lavras Airport,Lavras,BR,America/Sao_Paulo,0,-21.2406005859,-44.9639015198
SSON,default,Fazenda Joalice Airport,Tacuru,BR,America/Campo_Grande,0,-23.7877788544,-55.0291671753
SSOO,default,Estancia J.D.S Airport,Fernao,BR,America/Sao_Paulo,0,-22.3372211456,-49.543056488
SSOP,default,Fazenda Cachoeirinha Airport,Aparecida Do Taboado,BR,America/Campo_Grande,0,-20.0433330536,-51.4747238159
SSOQ,default,Fazenda Barranco Alto Airport,Aquidauana,BR,America/Campo_Grande,0,-19.5777778625,-56.1522216797
SSOR,default,Chico Ledur Airport,Alegrete,BR,America/Sao_Paulo,0,-29.8180561066,-55.7141685486
SSOS,default,Osorio Airport,Osorio,BR,America/Sao_Paulo,0,-29.9022216797,-50.2505569458
SSOT,default,Fazenda Saco da Tapera Airport,Sao Romao,BR,America/Sao_Paulo,0,-16.346944809,-45.3491668701
SSOU,default,Fazenda Inhumas Airport,Paracatu,BR,America/Sao_Paulo,0,-17.0369434357,-46.2602767944
SSOV,default,Fazenda Hora Airport,Urucuia,BR,America/Sao_Paulo,0,-16.1466674805,-45.8250007629
SSOW,default,Comandante Carmelo Airport,Itaituba,BR,America/Santarem,0,-6.84,-56.586667
SSOY,default,FazendaMorada do Sol Airport,Nova Maringa,BR,America/Cuiaba,0,-12.290556,-57.019444
SSPB,PTO,Pato Branco Airport,Pato Branco,BR,America/Sao_Paulo,0,-26.2178001404,-52.6943016052
SSPC,default,Fazenda Santa Julia Airport,Cocalinho,BR,America/Cuiaba,0,-13.731667,-51.34
SSPD,default,Fazenda Paragua Airport,Comodoro,BR,America/Cuiaba,0,-14.766667,-60.033333
SSPE,default,Essencia Retiro do Rio Cuiaba Airport,Nobres,BR,America/Cuiaba,0,-14.435556,-55.609444
SSPF,default,Fazenda Sao Rafael Airport,Sao Jose Das Palmeiras,BR,America/Sao_Paulo,0,-24.7695007324,-54.1186981201
SSPG,PNG,Paranagua Airport,Paranagua,BR,America/Sao_Paulo,0,-25.5401000977,-48.5312004089
SSPI,PVI,Paranavai Airport,Paranavai,BR,America/Sao_Paulo,0,-23.0898990631,-52.4884986877
SSPJ,default,Fazenda Reserva Airport,Reserva Do Iguacu,BR,America/Sao_Paulo,0,-25.8505554199,-52.0172233582
SSPK,default,Porecatu Airport,Porecatu,BR,America/Sao_Paulo,0,-22.778799057,-51.3614006042
SSPL,default,Palmeira das Missoes Airport,Palmeira Da Missoes,BR,America/Sao_Paulo,0,-27.9018001556,-53.32970047
SSPM,default,Porto Murtinho Airport,Porto Murtinho,BR,America/Asuncion,0,-21.7096004486,-57.8801994324
SSPN,PBB,Paranaiba Airport,Paranaiba,BR,America/Campo_Grande,0,-19.6511993408,-51.1994018555
SSPO,default,Aplicacao Aviacao Agricola II Airport,Itapora,BR,America/Campo_Grande,0,-22.0091667175,-54.7897224426
SSPP,default,Fazenda Palma Airport,Pelotas,BR,America/Sao_Paulo,0,-31.6569442749,-52.2077789307
SSPQ,default,Santa Rosa do Purus Airport,Santa Rosa Do Purus,BR,America/Rio_Branco,0,-9.446388889,-70.48277778
SSPR,default,Porto Walter Airport,Porto Walter,BR,America/Rio_Branco,0,-8.271667,-72.745278
SSPS,default,Palmas Airport,Palmas,BR,America/Sao_Paulo,0,-26.4720001221,-51.9758987427
SSPT,default,Palotina Airport,Palotina,BR,America/Sao_Paulo,0,-24.3432998657,-53.8287010193
SSPV,default,Marechal Thaumaturgo Airport,Marechal Thaumaturgo,BR,America/Rio_Branco,0,-8.959444,-72.779722
SSPX,default,Manoel Urbano Airport,Manoel Urbano,BR,America/Rio_Branco,0,-8.849167,-69.266389
SSPY,default,Porto Indio Airport,Corumba,BR,America/Campo_Grande,0,-17.6697216034,-57.7530555725
SSQA,default,Fazenda Guapore Airport,Comodoro,BR,America/Cuiaba,0,-13.7230558395,-60.3152770996
SSQB,default,Jordao Airport,Jordao,BR,America/Rio_Branco,0,-9.189444,-71.946944
SSQC,default,Siqueira Campos Airport,Siqueira Campos,BR,America/Sao_Paulo,0,-23.6744995117,-49.8153991699
SSQF,default,Fazenda Floresta Negra Airport,Sete Quedas,BR,America/Asuncion,0,-23.8141002655,-54.6987991333
SSQI,default,Santa Anastacia Airport,Sorriso,BR,America/Cuiaba,0,-12.5091666667,-55.6847222222
SSQL,default,Fazenda Matricha Airport,Uirapuru,BR,America/Sao_Paulo,0,-14.1141672134,-50.1222229004
SSQM,0,Tanque Novo Airport,Tanque Novo,BR,America/Bahia,0,-13.545800209,-42.4799995422
SSQN,0,Mundo Novo Airport,Mundo Novo,BR,America/Bahia,0,-11.7721996307,-40.4193992615
SSQO,default,Fazenda Itapora Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.0827789307,-53.8886108398
SSQP,default,Monte Santo Airport,Monte Santo,BR,America/Bahia,0,-10.4783334732,-39.2874984741
SSQR,default,Fazenda Primavera Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-21.388611,-53.600556
SSQT,QAC,Castro Airport,Castro,BR,America/Sao_Paulo,0,-24.8075008392,-49.9603004456
SSQU,default,Fazenda Alegrete - Retiro Carabda Airport,Aquidauana,BR,America/Campo_Grande,0,-20.0647220612,-55.7016677856
SSQZ,default,Luiz Eduardo Magalhaes Airport,Mimoso Do Oeste,BR,America/Bahia,0,-12.1066999435,-45.8945999146
SSRA,default,Fazenda Rancho Belo Airport,Nova Andradina,BR,America/Campo_Grande,0,-21.7083320618,-53.099445343
SSRB,default,Rio Brilhante Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.8477783203,-54.5277786255
SSRC,default,Fazenda Santa Ines Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.7030563354,-54.3683319092
SSRD,default,Fazenda Sol Nascente Airport,Tacuru,BR,America/Campo_Grande,0,-23.3974990845,-55.2483329773
SSRE,default,Realeza Airport,Realeza,BR,America/Sao_Paulo,0,-25.8012008667,-53.5126991272
SSRF,default,Castro Alves Airport,Castro Alves,BR,America/Bahia,0,-12.7657003403,-39.4467010498
SSRG,default,Fazenda Rancho Grande Airport,Laguna Carapa,BR,America/Campo_Grande,0,-22.7766666412,-54.9766654968
SSRH,default,Fazenda Retiro do Marimbondo Airport,Anastacio,BR,America/Campo_Grande,0,-20.778055191,-55.9827766418
SSRI,default,Fazenda Dos Sonhos Airport,Anastacio,BR,America/Campo_Grande,0,-20.7588882446,-56.0325012207
SSRJ,default,Fazenda Jequitiba Airport,Nova Alvorada Do Sul,BR,America/Campo_Grande,0,-21.8733329773,-53.8127784729
SSRK,default,Campo Alegre de Lourdes Airport,Campo Alegre De Lourdes,BR,America/Bahia,0,-9.5139102936,-42.995098114
SSRL,default,Fazenda Santa Ana Airport,Deodapolis,BR,America/Campo_Grande,0,-22.0372219086,-54.1888885498
SSRM,default,Fazenda Sao Sebastiao Airport,Bonito,BR,America/Campo_Grande,0,-21.019443512,-56.2761116028
SSRN,default,Aeroclube de Rio Negrinho Airport,Rio Negrinho,BR,America/Sao_Paulo,0,-26.3199996948,-49.5205574036
SSRO,default,Fazenda Santa Rosa Airport,Navirai,BR,America/Campo_Grande,0,-22.8916664124,-54.1169433594
